area_code_per_principal_codes_website,JACS_3.0_subject_area,principal_code,JACS_3.0_principal_subject,area_code_per_detailed_codes_website,area_per_detailed_codes_website,detailed_code,JACS_3.0_detailed_subject,flatJACS_3.0_detailed_subject
9,Engineering & technology,J2,Metallurgy,J,Technologies,J290,Metallurgy not elsewhere classified,Metallurgy not elsewhere classified
9,Engineering & technology,J3,Ceramics & glass,J,Technologies,J300,Ceramics & glass,Ceramics & glass
9,Engineering & technology,J3,Ceramics & glass,J,Technologies,J310,Ceramics,Ceramics
9,Engineering & technology,J3,Ceramics & glass,J,Technologies,J320,Glass technology,Glass technology
9,Engineering & technology,J3,Ceramics & glass,J,Technologies,J390,Ceramics & glass not elsewhere classified,Ceramics & glass not elsewhere classified
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J400,Polymers & textiles,Polymers & textiles
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J410,Polymers technology,Polymers technology
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J411,Plastics,Plastics
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J420,Textiles technology,Textiles technology
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J421,Textile chemistry,Textile chemistry
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J422,Dying & colouring of textiles,Dying & colouring of textiles
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J430,Leather technology,Leather technology
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J431,Tanning,Tanning
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J440,Clothing production,Clothing production
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J441,Machine knitting,Machine knitting
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J442,Commercial tailoring,Commercial tailoring
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J443,Pattern cutting,Pattern cutting
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J444,Millinery,Millinery
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J445,Footwear production,Footwear production
9,Engineering & technology,J4,Polymers & textiles,J,Technologies,J490,Polymers & textiles not elsewhere classified,Polymers & textiles not elsewhere classified
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J500,Materials technology not otherwise specified,Materials technology not otherwise specified
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J510,Materials technology,Materials technology
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J511,Engineering materials,Engineering materials
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J512,Paper technology,Paper technology
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J513,Furniture technology,Furniture technology
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J520,Printing,Printing
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J521,Offset lithography,Offset lithography
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J522,Photo-lithography,Photo-lithography
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J523,Reprographic techniques,Reprographic techniques
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J524,Screen process printing,Screen process printing
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J530,Gemmology,Gemmology
9,Engineering & technology,J5,Materials technology not otherwise specified,J,Technologies,J590,Materials technology not elsewhere classified,Materials technology not elsewhere classified
9,Engineering & technology,J6,Maritime technology,J,Technologies,J600,Maritime technology,Maritime technology
9,Engineering & technology,J6,Maritime technology,J,Technologies,J610,Marine technology,Marine technology
9,Engineering & technology,J6,Maritime technology,J,Technologies,J611,Marine navigation,Marine navigation
9,Engineering & technology,J6,Maritime technology,J,Technologies,J612,Marine radar,Marine radar
9,Engineering & technology,J6,Maritime technology,J,Technologies,J613,Marine radio,Marine radio
9,Engineering & technology,J6,Maritime technology,J,Technologies,J614,Marine plumbing,Marine plumbing
9,Engineering & technology,J6,Maritime technology,J,Technologies,J690,Maritime technology not elsewhere classified,Maritime technology not elsewhere classified
9,Engineering & technology,J7,Biotechnology,J,Technologies,J700,Biotechnology,Biotechnology
9,Engineering & technology,J7,Biotechnology,J,Technologies,J710,"Plant biotechnology (crops, trees, shrubs etc.)","Plant biotechnology (crops, trees, shrubs etc.)"
9,Engineering & technology,J7,Biotechnology,J,Technologies,J720,Animal biotechnology,Animal biotechnology
9,Engineering & technology,J7,Biotechnology,J,Technologies,J730,Environmental biotechnology,Environmental biotechnology
9,Engineering & technology,J7,Biotechnology,J,Technologies,J740,Industrial biotechnology,Industrial biotechnology
9,Engineering & technology,J7,Biotechnology,J,Technologies,J750,Medical biotechnology,Medical biotechnology
9,Engineering & technology,J7,Biotechnology,J,Technologies,J790,Biotechnology not elsewhere classified,Biotechnology not elsewhere classified
9,Engineering & technology,J9,Others in technology,J,Technologies,J900,Others in technology,Others in technology
9,Engineering & technology,J9,Others in technology,J,Technologies,J910,Energy technologies,Energy technologies
9,Engineering & technology,J9,Others in technology,J,Technologies,J920,Ergonomics,Ergonomics
9,Engineering & technology,J9,Others in technology,J,Technologies,J930,Audio technology,Audio technology
9,Engineering & technology,J9,Others in technology,J,Technologies,J931,Music recording,Music recording
9,Engineering & technology,J9,Others in technology,J,Technologies,J940,Machinery maintenance,Machinery maintenance
9,Engineering & technology,J9,Others in technology,J,Technologies,J941,Office machinery maintenance,Office machinery maintenance
9,Engineering & technology,J9,Others in technology,J,Technologies,J942,Industrial machinery maintenance,Industrial machinery maintenance
9,Engineering & technology,J9,Others in technology,J,Technologies,J950,Musical instrument technology,Musical instrument technology
9,Engineering & technology,J9,Others in technology,J,Technologies,J960,Transport logistics,Transport logistics
9,Engineering & technology,J9,Others in technology,J,Technologies,J970,Emergency & disaster technologies,Emergency & disaster technologies
9,Engineering & technology,J9,Others in technology,J,Technologies,J990,Technologies not elsewhere classified,Technologies not elsewhere classified
A,"Architecture, building & planning",K0,"Broadly-based programmes within architecture, building & planning",K,"Architecture, Building and Planning",K000,"Architecture, building & planning","Architecture, building & planning"
A,"Architecture, building & planning",K1,Architecture,K,"Architecture, Building and Planning",K100,Architecture,Architecture
A,"Architecture, building & planning",K1,Architecture,K,"Architecture, Building and Planning",K110,Architectural design theory,Architectural design theory
A,"Architecture, building & planning",K1,Architecture,K,"Architecture, Building and Planning",K120,Interior architecture,Interior architecture
A,"Architecture, building & planning",K1,Architecture,K,"Architecture, Building and Planning",K130,Architectural technology,Architectural technology
A,"Architecture, building & planning",K1,Architecture,K,"Architecture, Building and Planning",K190,Architecture not elsewhere classified,Architecture not elsewhere classified
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K200,Building,Building
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K210,Building technology,Building technology
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K220,Construction management,Construction management
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K230,Building surveying,Building surveying
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K240,Quantity surveying,Quantity surveying
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K250,Conservation of buildings,Conservation of buildings
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K251,Property development,Property development
A,"Architecture, building & planning",K2,Building,K,"Architecture, Building and Planning",K290,Building not elsewhere classified,Building not elsewhere classified
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K300,Landscape & garden design,Landscape & garden design
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K310,Landscape architecture,Landscape architecture
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K320,Landscape studies,Landscape studies
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K330,Landscape design,Landscape design
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K340,Garden design,Garden design
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K341,Garden horticulture,Garden horticulture
A,"Architecture, building & planning",K3,Landscape & garden design,K,"Architecture, Building and Planning",K390,Landscape & garden design not elsewhere classified,Landscape & garden design not elsewhere classified
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K400,"Planning (urban, rural & regional)","Planning (urban, rural & regional)"
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K410,Regional planning,Regional planning
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K420,Urban & rural planning,Urban & rural planning
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K421,Urban planning,Urban planning
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K422,Rural planning,Rural planning
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K430,Planning studies,Planning studies
A,"Architecture, building & planning",K4,"Planning (urban, rural & regional)",K,"Architecture, Building and Planning",K440,Urban studies,Urban studies
